income,net_wealth
12657477.455,514736000.0
995519.78958,8081500.0
901480.46092,6505600.0
1018218.9379,8718000.0
673408.06613,7311600.0
1019299.8497,7478000.0
210777.80561,508500.0
210777.80561,507400.0
210777.80561,507500.0
210777.80561,507400.0
210777.80561,507500.0
30265.531062,56930.0
30265.531062,58225.0
29184.619238,61340.0
30265.531062,62210.0
30265.531062,60880.0
153489.47896,1477400.0
152408.56713,1479400.0
153489.47896,1477400.0
153489.47896,1479500.0
153489.47896,1478400.0
44317.38477,246900.0
42155.561122,348890.0
31346.442886,203900.0
39993.737475,272700.0
38912.825651,136400.0
43236.472946,93090.0
43236.472946,85000.0
43236.472946,93190.0
43236.472946,111200.0
43236.472946,94400.0
31346.442886,27110.0
31346.442886,26410.0
31346.442886,26310.0
31346.442886,26410.0
31346.442886,26210.0
551265.03006,4801000.0
551265.03006,4801000.0
551265.03006,4801000.0
551265.03006,4800000.0
551265.03006,4801000.0
60531.062124,113440.0
100524.7996,125260.0
28103.707415,120410.0
39993.737475,131020.0
52964.679359,123290.0
27022.795591,50.0
27022.795591,50.0
27022.795591,50.0
27022.795591,50.0
27022.795591,50.0
29184.619238,4520.0
30265.531062,4520.0
27022.795591,4520.0
24860.971944,4520.0
31346.442886,4520.0
31346.442886,512040.0
31346.442886,512350.0
32427.354709,513230.0
32427.354709,512040.0
32427.354709,512040.0
86472.945892,235490.0
87553.857715,239140.0
87553.857715,233960.0
87553.857715,235330.0
87553.857715,232840.0
78906.563126,878470.0
70259.268537,1420410.0
76744.739479,631800.0
68097.44489,1030800.0
75663.827655,356800.0
136194.88978,282150.0
136194.88978,282750.0
135113.97796,281550.0
135113.97796,281150.0
135113.97796,281550.0
50802.855711,14800.0
28103.707415,9760.0
37831.913828,11580.0
77825.651303,11230.0
23780.06012,32690.0
81068.386774,334250.0
82149.298597,333360.0
81068.386774,332060.0
81068.386774,333360.0
81068.386774,327360.0
188078.65731,19908000.0
196725.9519,7279320.0
211858.71743,5021920.0
205373.24649,7126510.0
202130.51102,17613160.0
75663.827655,486800.0
75663.827655,793800.0
75663.827655,558800.0
75663.827655,596800.0
75663.827655,537200.0
42155.561122,-38410.0
42155.561122,-38410.0
43236.472946,-38410.0
42155.561122,-38410.0
42155.561122,-38410.0
22039792.084,195159000.0
20515706.413,206864000.0
16894651.804,307202000.0
17748572.144,261848000.0
21337199.399,263460500.0
107010.27054,98940.0
108091.18236,99640.0
108091.18236,112140.0
108091.18236,99540.0
107010.27054,99540.0
62692.885772,234500.0
62692.885772,241200.0
63773.797595,245000.0
63773.797595,235390.0
62692.885772,233720.0
47560.12024,937600.0
46479.208417,1022600.0
46479.208417,1039600.0
47560.12024,995600.0
46479.208417,910600.0
8863.4769539,0.0
12970.941884,0.0
7782.5651303,0.0
9944.3887776,0.0
7782.5651303,0.0
48641.032064,162310.0
70259.268537,153900.0
27022.795591,165140.0
64854.709419,147130.0
70259.268537,113780.0
252933.36673,920550.0
252933.36673,932850.0
252933.36673,866350.0
252933.36673,833850.0
252933.36673,817550.0
126466.68337,1167900.0
114576.65331,1186200.0
118900.3006,1170130.0
116738.47695,1175600.0
124304.85972,1173400.0
1837550.1002,29463500.0
1794313.6273,32923900.0
1902404.8096,28858900.0
1826740.982,33847700.0
2086159.8196,31552000.0
82149.298597,237680.0
83230.210421,237680.0
83230.210421,237680.0
83230.210421,237680.0
83230.210421,237680.0
36751.002004,-555500.0
39993.737475,-178600.0
60531.062124,-541700.0
31346.442886,-293900.0
60531.062124,-210550.0
44122820.641,616631000.0
48543750.0,771989300.0
46662963.427,664072000.0
46327880.762,629960000.0
49343624.749,687688000.0
526404.05812,62062900.0
329678.10621,55007400.0
530943.88778,33448400.0
629090.68136,46473500.0
556669.58918,37966100.0
589096.94389,3496300.0
588016.03206,3636400.0
586935.12024,3629300.0
586935.12024,3980400.0
588016.03206,3822400.0
124304.85972,624700.0
124304.85972,635700.0
124304.85972,633400.0
124304.85972,623800.0
124304.85972,632700.0
90796.593186,235000.0
89715.681363,253400.0
90796.593186,242300.0
90796.593186,257700.0
90796.593186,269900.0
118900.3006,216780.0
118900.3006,207790.0
118900.3006,206390.0
118900.3006,228890.0
118900.3006,231880.0
4626302.6052,96696000.0
3934519.0381,96638000.0
4053419.3387,97345000.0
3664291.0822,97758000.0
3653481.9639,97220000.0
470196.64329,17371000.0
470196.64329,17370000.0
470196.64329,17370000.0
470196.64329,17370000.0
470196.64329,17370000.0
7025.9268537,100.0
16213.677355,100.0
14051.853707,100.0
11890.03006,100.0
16213.677355,100.0
630171.59319,4521800.0
629090.68136,4479000.0
629090.68136,4476600.0
629090.68136,4425000.0
630171.59319,4519000.0
100524.7996,1700900.0
101605.71142,1700900.0
101605.71142,1652900.0
100524.7996,1627900.0
100524.7996,1700900.0
103767.53507,309800.0
103767.53507,279800.0
103767.53507,284800.0
102686.62325,300800.0
102686.62325,276800.0
20537.324649,9150.0
21618.236473,9080.0
20537.324649,9130.0
20537.324649,9290.0
20537.324649,9280.0
5279173.3467,67750900.0
5279173.3467,70086000.0
5268364.2285,53827900.0
5282416.0822,57058500.0
5280254.2585,64825900.0
25941.883768,9500.0
27022.795591,9800.0
27022.795591,16700.0
25941.883768,10800.0
25941.883768,10100.0
1632176.8537,78227400.0
1102530.0601,77105100.0
2086159.8196,77659200.0
1913213.9279,75412000.0
1372758.016,79872100.0
39993.737475,-105080.0
43236.472946,-98150.0
39993.737475,-100750.0
42155.561122,-104750.0
39993.737475,-99750.0
838787.57515,10554300.0
826897.54509,10554300.0
826897.54509,10526300.0
847434.86974,10563300.0
848515.78156,10596300.0
110253.00601,60950.0
85392.034068,62150.0
131871.24248,61950.0
84311.122244,61150.0
74582.915832,60350.0
59450.150301,28100.0
59450.150301,29100.0
59450.150301,29100.0
59450.150301,29100.0
59450.150301,28100.0
14051.853707,220000.0
17294.589178,116120.0
17294.589178,96550.0
14051.853707,29060.0
15132.765531,54200.0
28103.707415,-13200.0
29184.619238,-13200.0
27022.795591,-13200.0
27022.795591,-13200.0
28103.707415,-13200.0
47560.12024,152800.0
47560.12024,151800.0
47560.12024,152800.0
47560.12024,152800.0
47560.12024,152800.0
118900.3006,64000.0
118900.3006,64000.0
118900.3006,64000.0
118900.3006,64000.0
118900.3006,63000.0
113495.74148,1240010.0
109172.09419,1175770.0
127547.59519,848990.0
116738.47695,855600.0
114576.65331,1013300.0
10809.118236,204100.0
11890.03006,307200.0
8971.5681363,192500.0
16213.677355,182200.0
18375.501002,149360.0
30265.531062,-34980.0
32427.354709,-33360.0
30265.531062,-36490.0
30265.531062,-39635.0
31346.442886,-38690.0
67016.533066,3700.0
67016.533066,3700.0
67016.533066,3700.0
67016.533066,3700.0
67016.533066,3700.0
14051.853707,90.0
25941.883768,90.0
20537.324649,90.0
14051.853707,90.0
61611.973948,90.0
4291219.9399,153485270.0
4280410.8216,153181050.0
4247983.4669,149163240.0
4237174.3487,157228670.0
4247983.4669,148117680.0
2799561.6232,13727900.0
2788752.505,14249800.0
2799561.6232,12518900.0
2799561.6232,14238900.0
2799561.6232,12667900.0
279956.16232,1244500.0
279956.16232,1244400.0
279956.16232,1244600.0
279956.16232,1244600.0
279956.16232,1245600.0
22699.148297,6200.0
21618.236473,7300.0
22699.148297,5100.0
21618.236473,9900.0
22699.148297,6200.0
39993.737475,82890.0
38912.825651,83890.0
38912.825651,82890.0
38912.825651,83890.0
41074.649299,82890.0
2613644.7896,26670000.0
2612563.8778,25671800.0
2623372.996,25668500.0
2624453.9078,25668700.0
2612563.8778,25667900.0
216182.36473,468820.0
218344.18838,392940.0
191321.39279,752180.0
274551.60321,319890.0
225910.57114,457880.0
74042.45992,455320.0
74042.45992,456520.0
74042.45992,459665.0
74042.45992,460750.0
74042.45992,454225.0
98362.975952,1006000.0
97282.064128,1002000.0
97282.064128,1003000.0
98362.975952,1002000.0
98362.975952,1003000.0
74582.915832,322700.0
73502.004008,301700.0
83230.210421,448700.0
78906.563126,364700.0
76744.739479,457700.0
57288.326653,-263300.0
57288.326653,-263600.0
56207.41483,-260920.0
56207.41483,-267000.0
56207.41483,-265600.0
1275475.9519,12481000.0
1156575.6513,14169000.0
1253857.7154,13870000.0
1102530.0601,11991000.0
1113339.1784,12022000.0
156732.21443,1053900.0
156732.21443,1053300.0
156732.21443,1054400.0
156732.21443,1053800.0
156732.21443,1054200.0
27022.795591,1291500.0
21618.236473,1134600.0
22699.148297,1256500.0
22699.148297,1242500.0
22699.148297,1635200.0
49721.943888,460.0
49721.943888,600.0
49721.943888,480.0
49721.943888,280.0
48641.032064,240.0
69178.356713,210000.0
69178.356713,210000.0
69178.356713,209000.0
69178.356713,211000.0
69178.356713,211000.0
276972.84569,2482800.0
270227.95591,1930060.0
270227.95591,1783880.0
270227.95591,2161690.0
270227.95591,2040750.0
49721.943888,20300.0
29184.619238,20700.0
39993.737475,13100.0
46479.208417,31100.0
52964.679359,23800.0
476682.11423,11436100.0
455063.87776,11388300.0
488572.14429,11426500.0
474520.29058,11376100.0
469115.73146,11451300.0
4618736.2224,66777300.0
5668301.6032,65057000.0
4044555.8617,64166400.0
4783034.8196,65143700.0
5647764.2786,69676000.0
159974.9499,311800.0
156732.21443,315500.0
152408.56713,315800.0
154570.39078,401400.0
174026.80361,397300.0
14051.853707,3910.0
14051.853707,3410.0
14051.853707,4110.0
14051.853707,3010.0
14051.853707,7710.0
18375.501002,112100.0
18375.501002,109700.0
18375.501002,113700.0
18375.501002,98600.0
18375.501002,109300.0
11890.03006,6550.0
11890.03006,5180.0
11890.03006,9360.0
11890.03006,6460.0
11890.03006,4000.0
226991.48297,270105.0
226991.48297,275710.0
226991.48297,273500.0
226991.48297,272800.0
226991.48297,267620.0
12970.941884,-29100.0
9620.1152305,-29100.0
9403.9328657,-29100.0
10809.118236,-29100.0
11890.03006,-29100.0
55126.503006,186100.0
55126.503006,120730.0
56207.41483,267100.0
55126.503006,442500.0
58369.238477,302000.0
992277.05411,141724800.0
997681.61323,139815700.0
905804.10822,120516300.0
1102530.0601,128424000.0
936069.63928,131305000.0
70259.268537,688800.0
70259.268537,746300.0
70259.268537,689500.0
70259.268537,747500.0
70259.268537,752700.0
36751.002004,11450.0
32427.354709,8440.0
29184.619238,4740.0
47560.12024,6350.0
41074.649299,4940.0
794470.19038,2552500.0
794470.19038,2551500.0
793389.27856,2552500.0
794470.19038,2552500.0
794470.19038,2551500.0
43236.472946,25210.0
43236.472946,20820.0
43236.472946,24000.0
43236.472946,12820.0
43236.472946,18930.0
129709.41884,535600.0
129709.41884,535600.0
130790.33066,536600.0
129709.41884,535600.0
129709.41884,536600.0
36751.002004,-6195.0
37831.913828,-7890.0
37831.913828,-7875.0
36751.002004,-8615.0
37831.913828,-8830.0
16213.677355,19000.0
16213.677355,20000.0
15132.765531,20000.0
16213.677355,20000.0
15132.765531,20000.0
62692.885772,31900.0
62692.885772,30300.0
62692.885772,29200.0
62692.885772,28700.0
62692.885772,31000.0
20537.324649,5751.0
20537.324649,5751.0
20537.324649,5760.0
20537.324649,6890.0
19456.412826,5920.0
3750764.0281,60932000.0
3837236.9739,60931000.0
3826427.8557,60923000.0
3783191.3828,60932000.0
3794000.501,60931000.0
48641.032064,11700.0
48641.032064,12700.0
48641.032064,11700.0
48641.032064,11700.0
48641.032064,11700.0
28103.707415,100500.0
28103.707415,106000.0
28103.707415,102000.0
28103.707415,102000.0
28103.707415,102000.0
202130.51102,4737020.0
202130.51102,4737130.0
202130.51102,4736020.0
201049.5992,4726020.0
201049.5992,4737030.0
135113.97796,717900.0
149165.83166,1090500.0
143761.27255,1970020.0
184835.92184,1499000.0
171864.97996,1273430.0
43236.472946,353800.0
42155.561122,346500.0
42155.561122,349100.0
42155.561122,345390.0
42155.561122,390600.0
16213.677355,200.0
14051.853707,190.0
15132.765531,190.0
14051.853707,190.0
15132.765531,190.0
382642.78557,4981000.0
382642.78557,4991000.0
383723.69739,6433200.0
383723.69739,5913000.0
383723.69739,6241000.0
37831.913828,10.0
35670.09018,1010.0
30265.531062,600.0
51883.767535,-1230.0
43236.472946,-240.0
125385.77154,651800.0
125385.77154,650900.0
126466.68337,650900.0
125385.77154,650900.0
126466.68337,651800.0
19456.412826,48200.0
19456.412826,51500.0
19456.412826,50050.0
19456.412826,45900.0
19456.412826,45500.0
68097.44489,409850.0
68097.44489,387950.0
68097.44489,407150.0
68097.44489,386140.0
68097.44489,389240.0
273470.69138,3491300.0
274551.60321,3464300.0
274551.60321,3498300.0
274551.60321,3456000.0
273470.69138,3498300.0
71340.180361,386700.0
71340.180361,388000.0
71340.180361,387200.0
71340.180361,387700.0
71340.180361,387800.0
