income,net_wealth
123000,1558255.7194194794
24800,582561.0800000001
54400,460211.98592630995
16700,442006.96
9180,303542.0
42400,1322266.32
10300,340549.04
39600,1032919.56
95200,1759190.2055195575
65100,1864954.0
23800,311403.0
14900,259273.0379160603
30400,735453.88
13800,291298.0
21000,400900.9063720703
12000,25900.0
30200,220928.27042367758
13200,580814.0800000001
18100,30000.0
52100,353250.0
22800,379254.12
34700,889123.56
62000,711389.9980147273
69200,1083625.4402503863
1200,365426.9176775085
43100,83160.93712263851
18300,104220.0
17300,202788.24
33500,112632.59421873093
70300,2365491.4
396,497000.0
18900,10475.0
33900,459500.0
47800,1731430.3879108988
79400,2368517.065152526
11400,333851.16000000003
65700,729548.0
55200,1390600.0
13800,525142.0
13500,535432.0
28800,980835.5202939211
7490,1336700.0
29600,414051.24263364926
31400,529781.0
11200,1918536.76
50800,566990.8703653184
60000,705499.261577803
57400,622073.5742459121
23000,107972.4
77400,487985.7004356731
37900,470000.0
107000,1601009.2640020992
38100,734895.0
42500,1448551.36
6400,316590.24
27700,525629.0
41100,490596.59228515625
15100,939931.38625
31600,884545.64
44200,717971.6799999999
18200,380765.2
35400,924077.84
27100,818006.4
19700,673281.6
27600,375133.5899607506
78700,1437377.52
33500,1189298.1039536255
23500,835187.6687258091
19600,866524.7278202616
32200,496917.65617744566
25700,611940.64
34100,586428.64
30200,95911.61212264013
74100,339340.83793781255
6710,36440.0
44800,1049114.2
92800,1033218.6279717819
39200,324207.09204656555
40900,2292727.3355777496
38200,1066961.9963376308
46000,130167.11892604793
34000,177029.36683953786
15200,119455.28
129000,4013509.3193486603
25600,1226547.04
46100,1252825.7852494717
18400,1199260.0
33600,139924.63893160084
11900,9000.0
57000,1734102.4
43000,564304.12
49200,1104236.8053424722
22200,519285.56
85000,1910665.0
60700,810205.1188778765
30600,736420.9199999999
25700,7716.0
165000,2122680.0
56300,371511.0
20500,52832.70016892659
45600,1202725.1546809932
12700,50359.777457000004
50700,1223779.47
11300,704600.0
23100,2406500.0
28800,787461.48
20500,263995.7583243408
44600,333468.9284949233
11600,765753.0
28100,4177500.0
28500,681334.76
20400,964044.0
97100,1596857.7323597344
20600,568581.96
80500,2243403.52
33500,925510.605256153
36400,76085.45999999999
94800,1621581.669403483
19400,883218.5235460598
23700,2064000.0
15200,1462262.8
300,446490.0
33600,252718.0
42800,680254.0
41300,893844.44
58600,4474625.68
24100,800007.52
18800,4716821.5
13000,316931.36
12100,132733.0
29800,1497610.96
12600,386532.8
33500,1567728.8399999999
18000,2527721.0
62500,250400.0
16500,803795.52
50500,884213.52
34200,1003858.6000000001
46400,681872.15
34900,622381.56
14600,41581.4
23000,559254.4
33400,1250799.6
46100,3300364.24
25900,1103722.0
6560,290863.4
32800,737340.8
19200,96560.0
28500,677809.72
12700,346000.0
28700,301830.0
54400,50598.0
22100,254321.08000000002
25100,867898.84
34800,1126250.62
21900,1305080.0
21500,391910.96
26400,858914.24
19800,304000.0
18900,479936.0
17300,570715.2
31500,2215568.5
12700,417010.0
19400,399071.4
18100,879140.28
34800,1662088.0
5060,481437.72
21000,606866.0
33100,432086.56
56800,2176013.08
71300,1040269.064360395
3500,559600.8699738006
10400,298670.6
39600,1424009.1
38300,1114944.0
12100,486308.20014369034
28500,744048.12
9160,-2204.333333333334
47900,946184.0
19500,294487.04
15400,548345.6
35300,368186.5887281677
48500,409825.1408982062
36500,427373.74039554596
13100,559134.92
69500,1220360.48
20900,327905.28
36100,829879.4
13100,181153.0
24200,325110.0
22100,251810.96
46100,981450.9700389783
13700,104150.0
22900,809150.9192222953
13600,303682.16
12700,285410.0
43300,581003.6799999999
15900,214128.88
35100,997312.0
23900,608361.44
37600,1146255.2
50700,1975404.48
30600,686630.71
16600,491485.83999999997
19200,2068076.6284631067
57600,355195.9432482261
44700,968427.5314782796
53300,1684684.08
57300,309024.5707104772
28200,230850.52
42800,977800.0
25900,60312.8
38400,642950.1621143818
17800,47552.72
32000,1329918.15
23600,297046.52684561606
40900,815385.6
11400,81804.24
8710,37272.03128068586
36800,96839.0
23000,746601.9199999999
57500,2141897.3226768114
14100,607937.76
40500,1180096.1600000001
13000,678644.6201504907
27700,1100698.35
19500,342603.04000000004
42700,75877.0
9800,3000.0
15400,1419100.0
66100,997141.6933283958
28400,957226.48
58500,1351652.8
16000,139046.0
78100,1353971.1691939384
45100,972569.5860463422
61600,759610.0
37300,2383332.96
20100,338896.64
33100,370720.7732177279
74600,2783506.978121401
92300,1064901.0
23800,1639402.56
100000,2177513.0
28400,795207.0800000001
52000,1951659.04
19000,1405906.73
89800,2034991.248565245
59200,1747971.5436860423
53300,525674.1792260495
61900,636887.436479949
21200,1269807.267103001
30800,941514.49
12500,599835.2
46900,4568.0
40300,344683.0
6800,1729574.0
14600,546176.3200000001
15900,63968.0
16800,45505.0
9810,1590682.76
134000,2301643.5894915676
25800,921840.13
38400,217068.27806168125
8950,619152.56
58400,183899.52942018438
19700,373951.6
39800,702602.7344421124
26500,522886.58984375
35600,938516.076734997
39700,1418160.0
57700,621179.0
8840,324500.0
38600,413098.47277040454
120000,395584.80586537905
27500,68130.46664126232
20100,20733.72
8380,189934.56
30200,284141.68
125000,3018537.0
83900,2340102.84
21800,170903.56
40100,124357.0
27200,365032.82134394767
12000,617619.6
13500,251600.0
27100,422726.6666666667
17700,370752.0
15100,1316034.8
18300,158000.0
35500,524310.96
20200,8900.0
8340,119787.0
16100,216263.12
46700,123299.90341865778
28800,137000.0
18500,189892.93721458243
66600,1480778.5928272037
52500,2583471.533596376
58900,1296880.3199999998
142000,1159913.1725520245
29000,937747.84
29800,197172.0
69300,1998500.0
119000,2914722.04
12100,20090.0
13300,1672104.24
86500,1585604.84
110000,936330.0
26000,708075.515625
23900,512321.0
37800,642455.3766603832
29400,515994.1719162476
29100,387940.0175566816
41500,519160.3418544174
46500,377197.91069620696
30400,739231.6799999999
37100,381551.6231660277
20100,158293.7
17200,372319.0
29300,780211.16
86000,773841.0
54200,579000.765625
14200,317207.24
82400,1397430.2105430393
21700,14920.0
41400,982452.1148499263
17600,-21100.0
16900,594200.0
53200,677207.8649490182
43200,2939581.6
31300,18650.0
14400,421538.0
75800,2948038.000851198
66400,1972862.68
24700,513284.0
32100,1070008.32
96300,1645396.6240515953
17400,-10409.0
105000,4000076.32
8220,1212132.0
108000,1715589.9199610637
33900,380005.0
21700,706805.0
22200,1752758.88
8210,2424815.7486996837
58100,2539876.12
28700,761348.0
17200,555862.8828125
20900,1157432.6400000001
80800,1324817.9727184123
63400,2213097.087634403
72800,2045063.2823524897
56000,1604482.6400000001
36900,295682.48
44700,133099.18442468872
29300,974114.4870755896
43700,223181.2
13400,285213.31003418495
69100,790870.0
41100,1660644.0
53300,1497993.31323855
49700,1115039.5370559692
25200,585318.9425030117
17600,709336.4
31900,34200.0
16600,481045.88
82300,1893703.04
52400,1545905.0
21000,667573.72
29900,830139.3200000001
14100,74093.6
24900,737686.76
17400,166456.0
125000,891250.0
8320,297766.77
16600,537461.4
39600,524691.762
62600,169966.61497469596
59000,447754.4393063975
63700,2188499.44
70600,648235.0970228853
34000,420968.4
40100,351808.3242708364
24100,906130.6799999999
28200,510965.92
38500,909603.2
39900,330874.5187734674
109000,1472995.0
18900,59000.0
21300,188020.0
24200,4347.0
23200,835839.9912778812
106000,2530119.52
29400,922407.12
195000,418953.6881011345
59100,583099.0
4070,94506.0
14300,-51922.2115290387
49800,470445.6881126371
58900,925895.2421677427
53200,66312.25555387308
5960,79000.0
60200,549454.6
9960,28204.0
96300,2182000.0
26000,245742.85742709058
45400,198000.0
30400,356075.4
33400,1044833.536
48700,354266.0
48600,353892.58074375615
104000,618893.2042443809
37400,366292.0
113000,1427760.5471980735
39300,122289.07464262174
20000,344556.034979542
47000,312771.2584516535
12800,2800.0
11800,135856.36
7610,94000.0
17100,327965.24
18200,284000.0
30800,24107.0
10500,617307.52
14500,89200.0
18100,240707.44
30000,409422.00027313083
32800,317777.0
15200,72169.76318567837
14700,34200.0
17000,42200.0
91500,283800.0
7510,3635.0
29600,464138.92578125
29500,332189.71867877326
24500,59493.984406242875
26500,1393607.2
19500,167201.0
15000,224165.80000000002
33200,136611.18205384066
13800,22721.59
19200,483961.6
26000,141067.24782906997
29100,67700.0
39200,893237.810585098
57800,302131.3596465073
29300,385081.2
69600,1321848.0
18600,303698.0
16300,142750.0
17200,393318.44
18200,26209.32791988132
50500,399677.74859739724
10400,74362.68923473381
21100,100752.0
29900,258913.40513198217
9500,13400.0
59400,2037254.5499999998
116000,995464.2056765426
32300,66800.0
41600,307230.0
35600,1419932.24
36800,664966.24
23400,339500.0
9740,282457.0
45800,796005.0
32100,555142.0
4500,7210.0
26900,151700.0
23200,356500.0
45600,884231.7470634866
12600,196118.0
15300,328250.0
19600,22378.0
12600,266367.0
8720,78540.16
28200,751549.8
32600,393014.0
25200,389111.36
32200,21818.0
30900,73379.0
16700,260954.6
43100,81100.0
103000,1929876.52
77400,1618766.5793981552
23800,9600.0
46000,1808463.76
50900,1071774.44
42300,886662.6799999999
46500,736937.92
28100,1120540.1064570968
34100,1466334.2307542022
17400,920292.0
17400,799936.56
14200,555104.72
26100,539371.0
21000,536201.0
18500,57231.200000000004
22400,672400.0
29200,1388778.0
26200,15999.0
111000,1795326.9600811428
45400,119160.0
16000,657678.9598342614
16800,553215.8775981043
105000,466587.6463931054
69100,160459.03059834224
20500,4490.0
35000,120118.0
40600,101292.0
21500,148900.0
46700,431700.0
19600,16000.0
19500,16668.871227411877
60700,1217573.8431054102
40100,1663400.0
37600,1107608.1600000001
27000,692346.9758897288
8350,305367.0
9660,2401.0
14400,388807.8
40300,553500.0
41400,1141660.76
20500,70463.36769941993
32200,69354.19421925044
11600,884509.2
64400,2808290.568454083
33600,1084727.92
50300,2057144.72
115000,1142350.0
11600,542547.6
95500,7165131.0
23600,1970675.0
21700,11090.0
26300,4874.0
63400,1045676.0
23000,1377500.0
65500,149320.0
31000,1369947.303231351
88200,148000.0
79300,3042892.3600000003
53600,1227723.6384363673
145000,1029230.0
80200,154625.0
32400,806378.84
14500,523619.8
61800,236630.97825434062
24000,691793.6
86900,3652650.0
91200,3238984.48
87300,495024.88435839536
10800,792321.6
86500,535697.3234899265
50000,802624.657584343
33500,2670.0
17900,48899.147352361004
34800,5370.0
35100,487404.4
22200,14750.0
39900,35400.0
25100,1430.0
59700,1503629.76
73800,2359462.92
16700,9500.0
23900,606109.9265937499
12200,1525502.6125968085
23500,468156.0
127000,2384001.0
50700,489821.9907351793
45000,459916.89505328634
17700,64602.97526029946
58000,537634.1477679464
6050,30350.0
53100,957537.0
32000,1345592.8813450001
11600,436884.0
50100,1355664.88
21600,670590.72
39800,1831899.44
29700,926251.2181060761
38100,20100.0
14000,49350.0
32800,328900.0
23800,220600.0
68000,837570.0
33900,499739.48505562433
26800,225006.3729374504
8580,197849.2
55000,243511.0
46500,715648.2231487852
59000,1227734.0
37800,58060.0
36200,741457.72
12200,649581.4
34000,571200.0
51600,744650.0
21800,584400.44
19100,306748.4
70700,743476.9780960369
30500,434458.37
36100,659352.44
54600,449376.2063150752
47400,1280500.0
6870,178939.6
14700,3430.0
27400,614638.0
6410,323250.0
218000,1950000.0
7300,1072971.0
18500,30300.0
29200,1161172.08
41400,668181.0
40500,525981.4688439033
4480,387492.0
57600,471946.69989682984
17200,107292.72700811963
16600,239170.75801521016
70500,1323659.0
18000,14504.0
27200,734541.04
51200,1367769.0
15200,61243.0
5020,404875.2
23800,211796.24
48800,184210.47972795914
32300,651946.0726708577
54700,7037434.116979683
15600,157481.25
21500,164174.2381738659
19600,110600.0
65400,701214.9618130084
9540,172500.0
80500,530352.0
3310,3300.0
11400,192000.0
39400,260387.210984902
37700,160030.0
45100,1493754.0
47200,250836.0
51500,91510.48126378069
90100,1053215.2612450165
23700,15533.0
23100,168650.0
25100,1026900.2
54600,252372.5087598547
38200,255413.0
40500,783011.48
62200,333575.7992112343
16400,255565.86813027345
27900,70800.0
20800,298871.64
18500,25001.0
89200,697618.8292513278
21700,118297.0
130,151845.771484375
40200,478311.55039041094
14900,421565.0
31600,663795.52
115000,734811.886076019
4870,213800.0
48200,1305780.0
10800,391835.8
42800,851891.7114907979
30200,747502.0
52800,467214.25173920335
36100,94707.0
24900,69250.0
17800,270500.0
6690,103994.95999999999
15800,9501.0
9280,188689.0
90500,1821493.0
18900,525279.0
87200,3399920.0
24300,1002437.0
53400,908596.4335814151
59800,1531811.0
39200,548311.6234871679
61100,1052581.0
10800,411113.4976
27500,1829313.2
72200,1344868.7121353336
38300,622458.6
29100,443193.48
26500,293900.0
67500,837197.0
88800,1041808.342374628
46200,916691.2
43700,917793.2
44800,50892.0
8300,178600.0
17900,261300.0
47900,301335.0
8680,7513.0
34300,1147300.0418500507
73000,207879.0
33300,838426.0
51400,107736.0
35400,214085.60378674307
40900,1163227.8
30500,663542.6
57500,1624912.0
59900,1814853.8
8770,189508.26924440725
46500,901540.2
9830,22650.0
23200,27130.0
43900,1217098.32
19800,640221.7168341235
62000,415684.0
56400,1936882.3808153567
45200,945217.92
41700,1430532.0
24000,867133.12
12600,26122.0
16100,486386.72
18900,701526.56
25900,38601.0
18100,199967.2
8570,186470.0
27200,10003.0
142000,2546000.0
22900,2850850.3200000003
46300,230110.0
13900,160126.64
21800,719900.0
49700,185840.0
16700,144500.0
24000,60000.0
13700,1006550.0
48400,1494306.72
23500,818430.6799999999
32200,409322.95345203
11900,2810.0
38100,187725.0
20900,1750219.0
13200,485130.4
14000,436291.28
97200,2677178.0
30100,417878.6
24100,243800.0
10500,480950.0
31400,263559.0
28700,8547.0
23900,410162.88
53000,512433.07999999996
19700,702121.0
28500,722671.8459876592
32200,1648356.72
38200,71290.4012992618
32200,267082.0
22100,643285.16
21200,173791.66666666666
14700,93235.8
15500,124666.0
22000,84717.84
19400,66236.4
59700,802900.0
45900,1729897.5
47400,2086767.6
8720,361190.0
33200,174637.3455244591
61400,590091.43101002
93100,1159737.2789053146
24100,287118.4112462796
19000,534160.24
26100,573209.3200000001
18900,621565.76
66300,902800.1175551697
61700,1780904.3329897148
9860,277604.56
27800,308245.08
62500,733312.0
21000,126346.0
9280,696800.0
17000,312546.12
20400,335960.44333780184
48000,1697628.8537500002
13100,552052.3200000001
27200,154339.8011060091
83600,2690168.0
21500,308731.7611230066
8550,563370.0
11800,131922.32
33800,256140.0
32100,806857.52
23200,375970.0
20400,875768.96
25900,1162472.0
28600,796074.8
137000,9938014.64887724
44700,261012.0
33400,405399.0
33700,30520.0
81500,2219600.0
57000,1678235.24
10700,95500.0
24600,701400.0
27500,1237004.0
30200,804753.96
20400,426143.36
23600,502968.12
22900,677607.52
106000,3553341.207941874
77000,1875363.2
26500,940310.6107406616
